ID,category,file_name,location,include,archive_date,destroy_date,owner,notes
2270,Dead Filed,Industrial Waste Resolution Revisions,"Treatment Plant,Storage Room 211,1028","Correspondence, Legal, Report",1-Jan-80,1-Jan-80,Engineer,1994
2271,Dead Filed,Complaint - Attorney General&#039s Office,"Treatment Plant,Storage Room 211,1028","Correspondence, Legal",1-Jan-80,1-Jan-80,Adm Assts,rate increase concerns 1995
2272,Dead Filed,Treatment Plant Headworks Repairs,"Treatment Plant,Storage Room 211,1028","Correspondence, Invoices",1-Jan-80,1-Jan-80,Engineer,Payment to Bulldog Construction dated 1994
2273,Dead Filed,130/140 Centerville Rd. Property Sale,"Treatment Plant,Storage Room 211,1028","Correspondence, Legal",1-Jan-80,1-Jan-80,Adm Asst,Offer letter for property from Hoss&#039s Steak House
2274,Dead Filed,Final Clarifiers 1&2 - Examinations,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,1995
2275,Dead Filed,Kellogg Co. - Proposed Industrial Waste Discharge Permit,"Treatment Plant,Storage Room 211,1028","Correspondence, Permits",1-Jan-80,1-Jan-80,Engineer,1994
2276,Dead Filed,Hempfield School District Rate Challenge,"Treatment Plant,Storage Room 211,1028","Correspondence, Legal",1-Jan-80,1-Jan-80,Melissa,1994
2277,Dead Filed,Air Vacuum Valves - Charlestown Rd.  Miler Warner,"Treatment Plant,Storage Room 211,1028","Correspondence, Legal, Report",1-Jan-80,1-Jan-80,Engineer,1993
2278,Dead Filed,"Murry/sher-Wal, Inc. - woods edge Tapping Fee Issue","Treatment Plant,Storage Room 211,1028","Correspondence, Legal, Permits, Report",1-Jan-80,1-Jan-80,Adm Asst,Details of the resolution establishing the 100 unit limit to paying for tapping fees. 1994
2279,Dead Filed,Suburban Lancaster Sewer Authority,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Financial,Calculations of charges to take flow from Suburban dating 1993
2280,Dead Filed,Blue Rock I - Flood Proofing,"Treatment Plant,Storage Room 211,1028","Agreements, Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,Proposal with Steckbeck to flood proof the Bluerock I pumping station
2281,Dead Filed,LASA Personnel Policy & Employee Handbook,"Treatment Plant,Storage Room 211,1028","Correspondence, Invoices, Report",1-Jan-80,1-Jan-80,HR,Working folder for development of a personnel manual dating around 1994
2282,Dead Filed,Primary Clarifier Repairs - #2,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,Proposals to paint theclarifiers 1993
2283,Dead Filed,Primary Clarifier Repairs #1,"Treatment Plant,Storage Room 211,1028","Correspondence, Invoices, Report",1-Jan-80,1-Jan-80,Engineer,Purchase ORder with Heisey Mechanical dated 1994
2284,Dead Filed,LASA Purchase Order #006484  to Telespector Corp. 1/27/95,"Treatment Plant,Storage Room 211,1028","Agreements, Correspondence, Invoices, Report",1-Jan-80,1-Jan-80,Financial,
2285,Dead Filed,Inspection Reports - Rettew I&I - House Inspections,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,Rettew inspection reports dating 1991
2286,Dead Filed,Illegal Sump Pump Connections - E. Petersburg,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,1993
2287,Dead Filed,Illegal Sump Pump Connections - Landisville,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,1992
2288,Dead Filed,"Misc. Letters Regarding Sewage sludge, regulations and waste","Treatment Plant,Storage Room 211,1028",Correspondence,1-Jan-80,1-Jan-80,Engineer,Interum guidelines on biosolids application
2289,Dead Filed,PLGIT Investment Info,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Financial,1994  presentation materials
2290,Dead Filed,Public Financial Management Inc.,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Financial,1994 Presentation materials
2291,Dead Filed,Logan Capital Advisors,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Financial,1994 Presentation materials
2292,Dead Filed,Sulfide Problem,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Engineer,Also includes information on developing a procedure manual-??
2293,Dead Filed,CIBI - Proposal for LASA Property 12/13/93,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Financial,1993 proposal for selling the 130-140 Centerville Road site
2294,Dead Filed,PFM Proposal for LASA - 1/20/94,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Financial,Proposal ??? delivered to a board member
2295,Dead Filed,Industrial Waste Permit #&#039s,"Treatment Plant,Storage Room 211,1028","Correspondence, Invoices",1-Jan-80,1-Jan-80,Engineer,1992
2296,Dead Filed,Industrial Waste Hazardous Enc.,"Treatment Plant,Storage Room 211,1028",Report,1-Jan-80,1-Jan-80,Engineer,
2297,Dead Filed,"Industrial waste, Hazardous Encl - 3","Treatment Plant,Storage Room 211,1028",Report,1-Jan-80,1-Jan-80,Engineer,
2298,Dead Filed,"Industrial Waste, Hazardous Encl -2","Treatment Plant,Storage Room 211,1028",Report,1-Jan-80,1-Jan-80,Engineer,
2299,Dead Filed,"Industrial Waste, Hazardous Encl. -  1","Treatment Plant,Storage Room 211,1028",Report,1-Jan-80,1-Jan-80,Engineer,
2300,Dead Filed,Pump Station Data 1992,"Treatment Plant,Storage Room 211,1028",Report,1-Jan-80,1-Jan-80,Engineer,
2301,Dead Filed,Eastern PA Water Pollution Control Operations Assoc. Plant Tour 3/21/86,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Adm Asst,
2302,Dead Filed,Confidential Marketing Proposals,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Adm Asst,
2303,Dead Filed,Listng Proposal to LASA,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Adm Asst,
2304,Dead Filed,Proposal to LASA - Colonial Realty,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Adm Asst,
2305,Dead Filed,Site Selection for Office & Maint. Bldg.,"Treatment Plant,Storage Room 211,1028","Correspondence, Report",1-Jan-80,1-Jan-80,Ex Director,1995
2306,Dead Filed,"Cunningham, Gerald Acct# 011155 - 15 Conoy Rd. Landisville 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2307,Dead Filed,"Cunningham, Sr., Daniel Acct#050154 - 140 W. Main St. Salunga 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2308,Dead Filed,"Crankshaw, David Acct.#014105 - 906 Snapper Damn Rd. Landisville 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2309,Dead Filed,"Costa, Luiz Acct.#060598 1674 Chadwick Circle Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2310,Dead Filed,"Comstock, Jean M. Acct.#053244 - 4151 Jasmine Place Mt. Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2311,Dead Filed,"Clayton, Jack &  Kristina Acct.#050707 - 906 Center St. Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2312,Dead Filed,"Cheney, Michael Acct.#051529 - 810 Hilltop Drive Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2313,Dead Filed,"Cedeno, Javier & Derena Acct.#021873 - 2315 Morris Drive East Petersburg 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2314,Dead Filed,"Carson, Theodore & Wm Acct.#030179 - 621 Capri Rd Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2315,Dead Filed,"Capezio, James Acct.#014803 - 2613 Pennwood Rd lancaster 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2316,Dead Filed,"Campbell, Elizabeth Acct.#061006 - 3 Mill Pond Dr. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2317,Dead Filed,"Bunteman, Chad E. Acct.#060611 - 1676 Chadwick Circle Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2318,Dead Filed,"Bui, San Duy & Thanh Thi Nguyen Acct.# 060805 - 1777 Southport Dr. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2319,Dead Filed,"Bucks, Michelle D. Acct.#021787 - 2678 Northfield Dr East Petersburg 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2320,Dead Filed,"Bucks, benjamin & Holly Smith Acct.#030887 - 250 Blue Rock Rd 17551","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2321,Dead Filed,"Brotzman, Barry Acct.#053575 - 4082 Buttonwood Dr. 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2322,Dead Filed,"Brooks, Gary Acct.#012696","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2323,Dead Filed,"Broce, William M. Acct.#053653 - 4074 Laurel Ln. Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2324,Dead Filed,"Braunstein, Chanan Acct.#170414 - 75 E. Petersburg Rd. Lancaster 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2325,Dead Filed,"Botteicher, Dallas Acct.#050915 - 758 Farmdale Rd. Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2326,Dead Filed,"Borden, Christopher Acct.#032686","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2327,Dead Filed,"Bomberger, Eric E. Acct.#040871 - 130 Spring Hill Ln. Mountville 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2328,Dead Filed,"Bollinger, Jeffrey & Connie Acct.# 021715 - 2690 Norhtfield Drive East Petersburg","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2329,Dead Filed,"Bogrette, John H. III Acct.# 033129 - 128 Banyan Circle Dr 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2330,Dead Filed,"Bish, Corrine Acct.#050419 - 3236 Marietta Ave 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2331,Dead Filed,"Biltz, Scott & Karen Acct.#010858 - 3098 Lyndana Dr. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2332,Dead Filed,"Biltz, Scott Acct.#054069 - 2251-2271 Oswego Dr. Columbia 1751","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2333,Dead Filed,"Beshai, Lewis H. Acct.#053949 - 120 Stone House Ln 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2334,Dead Filed,"Bergey, Krista L. Acct.#173105 - 2952 Aster Ln. 17543","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2335,Dead Filed,"Bellenca, Derreck J. Acct.#054312 - 4015 Bradford Circle 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2336,Dead Filed,"Beigler, John W. Acct.#054003 - 162 Stone House Ln Columbia 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2337,Dead Filed,"Beers, Barrylee Paul Acct.#020536 - 6197 Main St. East Petersburg 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2338,Dead Filed,"Beats, Paul Jr. & Judy Acct.#061116 - 110 Meadowcroft Dr. 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2339,Dead Filed,"Bawell, Cordell D. Acct.#053417 - 3230 Marietta Ave 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2340,Dead Filed,"Bartram, Richard N & Deborah E. Acct.#011528 - 2203 Mayer Ave 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2341,Dead Filed,"Barton, Robert L. Sr., & Joanna M.","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2342,Dead Filed,"Barton Sr., Roberl L. Acct.#051617 - 3474 Horizon Dr. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2343,Dead Filed,"Banzhof, Thomas Acct.#031248 - 390 N. Duke St 17551","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2344,Dead Filed,"Baker, David & Patricia Acct.#020751 - 2532 Miller Rd. East Petersburg 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2345,Dead Filed,"Bair, David Sr. & Linda Acct.# 021859 - 2303 Morris Dr. East Petersburg","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2346,Dead Filed,"Baham, Michael & Kathleen Acct.#010532 - 1545 Ridgeview Ave 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2347,Dead Filed,"Axe, Lorraine Acct.#053949 - 120 Stone House Ln 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2348,Dead Filed,"Axe, David & Lori Acct.#052108 - 3077 Todd Ln. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2349,Dead Filed,"Arment, Donald R. Acct.#021048 - 5839 Clarkson Dr. East Petersburg","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2350,Dead Filed,"Arment, Creed E. Acct.#021788 - 2676 Niorthfield Dr E. Pete 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2351,Dead Filed,"Arment, Creed & Deborah Acct.#021788 - 2676 Northfield Dr. East Pete","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2352,Dead Filed,"Andrews, Ronald S. Acct.# 050547 - 924 Farmdale Rd.  17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2353,Dead Filed,"Anderson, Rickey R. Acct.#171153 - 2314 Hancock Dr. Lancaster 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2354,Dead Filed,"Alleman, Bruce & Heather Acct.#010636 - 1812 Ridgeview Ave 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2355,Dead Filed,"Aichele, Denise J. Acct.#031395 - 1616 Manor Blvd. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2356,Dead Filed,"Fleischer, Thomas J. Acct.#010921 - 3225 Randy Rd. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2357,Dead Filed,"Fisher, Rick Acct.#031254 - 1528 Manor Blvd. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2358,Dead Filed,"Firestone, Clifford Acct.#020607 - 2325 State Street E. Pete 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2359,Dead Filed,"Fiore, Geraldine L. Acct.#021695 - 6514 Hollow Drive 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2360,Dead Filed,"Fink, Bardley & Debra Acct.#051071 - 725 Ferndale Rd. 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2361,Dead Filed,"Festa, James & Virginia Acct.#050835 - 950 Ivy Drive Lancaster 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2362,Dead Filed,"Fenton, Robert Bruce Acct.#053701 - 4008 Bradford Circle 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2363,Dead Filed,"Feld, Benjamin & Pamela Acct.#051406 - 371 Primrose Ln. Mountville 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2364,Dead Filed,Federal Home Loan Mtg. Corp. Acct.#014397 - 977 Pinetree Way 17601,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2365,Dead Filed,"Fair, Christopher Acct.#011005 - 64 Elizabeth St Landisville 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2366,Dead Filed,"Failla, Peter Acct.#052669 - 3488 Coronet Ave. Lancaster 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2367,Dead Filed,"Fabrizio, Gela Acct.#013867 - 3615 Columbia Ave. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2368,Dead Filed,"Ewing, Sherry A Acct.#052996 - 817 Penny Ln Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2369,Dead Filed,"Estevaz Jr., Raul R. Acct.#031654 - 1121 Williamsburg Rd 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2370,Dead Filed,"Eshelman, Lechner Acct.#016010 - 335 E. Main St. Landisville 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2371,Dead Filed,"Emmert, Daniel & Melissa Acct.#021864 - 2308 Morris Dr 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2372,Dead Filed,"Eichelberger, Charles R. Acct.#031150 - 44 Kendes Rd. 17551","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2373,Dead Filed,EDC FInance Corp. Acct.#058114 - 1820 Franklin Rd. 17512,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2374,Dead Filed,"Eckman, Howard J. Jr. & Karen Acct.#013874 - 1421 Stony Battery Rd.","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2375,Dead Filed,"Earhart, Robert B. Acct.#021796 - 2660 Northfield Dr. E.Pete 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2376,Dead Filed,"Earhart, Nancy Ann Acct.#014867 - 112 Eagles Nest Ct. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2377,Dead Filed,"Dressler, Lori A. Acct.#031456 - 1051 Monticello Ln. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2378,Dead Filed,"Dissinger, Edward & Brenda Acct.#010454 - 1725 Linwood Ave. lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2379,Dead Filed,"Dickson, Neill & Michelle Acct.#031430 - 1019 Monticello Ln. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2380,Dead Filed,"Dickenson, Leighton & Susan Acct.#021879 - 2320 Morris Drive East. Pete","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2381,Dead Filed,"Dewitt, William & Linda Acct.#040424 - 29 Froelich Ave. Mountville 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2382,Dead Filed,"DeJesus Jr., Efrain Acct.#273350 - 307 Iris Glen 17543","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2383,Dead Filed,"Dawood, Mohammed H. Acct.#031510 - 1044 Monticello Ln. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2384,Dead Filed,"Danz, Joseph A. Acct.#171486 - 2808 Pebblebrook Dr. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2385,Dead Filed,"Hyman, Myran Acct.#012352 - 834 Hillaire Rd. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2386,Dead Filed,"Hughes, Darrel (Norwest Mtg.) Acct.#053988 - 184 Stone House Lane, Columbia 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2387,Dead Filed,HUD #441-599540 Acct.#032722 - 305 Banyan Circle Drive 17603,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2388,Dead Filed,HUD Acct.#032306 - 42 Knollwood Rd. Millersville,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2389,Dead Filed,HUD Acct.#021579 - 2230 Olde Meadow Ct. 17520,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2390,Dead Filed,HUD Acct.#040563 - 141 Church St Mountville 17554,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2391,Dead Filed,"Horoff, michael Acct.#021877 - 2316 Morris Dr. E. Pete 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2392,Dead Filed,"Hinkle, David Acct.#021887 - 2409 Franklin Drive 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2393,Dead Filed,Nathan Hill Acct.#031349,"Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2394,Dead Filed,"Hiemenz, Terrence M. Acct.#050133 - 1520 Stony Battery Rd. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2395,Dead Filed,"Hickey, Edward Acct.#050913 - 766 Farmdale Rd. Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2396,Dead Filed,"Hess, Robert Acct.#032326 - 110 Post Oak Rd 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2397,Dead Filed,"Hess, Jane E. Acct.#015457 - 104 Country Place Dr. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2398,Dead Filed,"Herr, David & Sherry Acct.#011552 - 1213 Nissley Rd. Lancaster 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2399,Dead Filed,"Heisey, Paul A. Acct.#370630 - 1520 Queen Ln 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2400,Dead Filed,"Hartman, Michael E. Acct.#021889 - 2405 Franklin Drive 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2401,Dead Filed,"Harsh, Darren & Lee Ann Acct.#053994 - 167 Stone House Ln Columbia 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2402,Dead Filed,"Hankle, Scott Acct.#032162 - 250 Summitville Court Lancaster 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2403,Dead Filed,"Hall, Samuel M. & Heather P. Acct.#061138 - 4 Mill Pond Dr. 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2404,Dead Filed,"Gundel, Jeffrey Acct.#030648 - 195 Charlotte St w. Millersville 17551","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2405,Dead Filed,"Griffith, Lee V. Acct.#054062 - 4094 Columbia Ave 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2406,Dead Filed,"Greising, Raymond Acct.#051127 - 485 Hollyann Drive 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2407,Dead Filed,"Greising, Raymond Acct.#051127 -485 Hollyann Drive 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2408,Dead Filed,"Gotshall, Mark Acct.#015638 - 118 Parklawn Ct. Ln. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2409,Dead Filed,"Gorman, Dennis J. Acct.#013523 - 119 Ridings Way 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2410,Dead Filed,"Goodson, Timothy F. Acct.#060942 - 1753 Betz Farm Drive 17603","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2411,Dead Filed,"Goldman, Thomas K. Acct.#051951 - 3446 Dawn View Drive 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2412,Dead Filed,"Gish, Robert C. Acct.#170974 - 2120 Kentwood Drive 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2413,Dead Filed,"Gingrow, Thomas Acct.#013094 - 1132 Old Eagle Rd. 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2414,Dead Filed,"Gerlitzki, Eric & Deneen Acct.#021869 - 2323 Morris Drive 17520","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2415,Dead Filed,"Gerfin, John R. Acct.#050883 - 3968 Marietta Ave. Columbia 17512","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2416,Dead Filed,"Gatchell, Jeffrey S. Acct.#031126 - 48 Kendes Rd. Millersville 17551","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2417,Dead Filed,"Garcia, Jose A. Acct.#052038 - 3065 Todd Lane 17601","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2418,Dead Filed,"Galler, Steven & Anne Acct.#021850 - 6599 Hollow Drive","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2419,Dead Filed,"Gallagher, Anna Marie Acct.#015096","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2420,Dead Filed,"Funke, Tod A. & Holly S. Acct.#051783 - 3620 Clear Steam Drive 17554","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2421,Dead Filed,"Fultz, Thomas D. Acct.#011217 - 44 South Ave. Landisville 17538","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2422,Dead Filed,"Fulmer, Rosemary Acct.#053680 - 4069 Laurel Ln Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
2423,Dead Filed,"Fuller, James & Judith Acct.#031306 - 1009 Williamsburg Rd. lancaster","Treatment Plant,Storage Room 211,1029",,1-Jan-80,1-Jan-80,Financial Director,
