ID,Category,FileName,Location,Include,Archive_Date,Destroy_Date,Owner,Notes
2013,General,"Dickenson, Leighton & Susan Acct.#021879 - 2320 Morris Drive East. Pete","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2014,General,"Dewitt, William & Linda Acct.#040424 - 29 Froelich Ave. Mountville 17554","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2015,General,"DeJesus Jr., Efrain Acct.#273350 - 307 Iris Glen 17543","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2016,General,"Dawood, Mohammed H. Acct.#031510 - 1044 Monticello Ln. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2017,General,"Danz, Joseph A. Acct.#171486 - 2808 Pebblebrook Dr. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2018,General,"Hyman, Myran Acct.#012352 - 834 Hillaire Rd. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2019,General,"Hughes, Darrel (Norwest Mtg.) Acct.#053988 - 184 Stone House Lane, Columbia 17512","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2020,General,HUD #441-599540 Acct.#032722 - 305 Banyan Circle Drive 17603,"Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2021,General,HUD Acct.#032306 - 42 Knollwood Rd. Millersville,"Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2022,General,HUD Acct.#021579 - 2230 Olde Meadow Ct. 17520,"Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2023,General,HUD Acct.#040563 - 141 Church St Mountville 17554,"Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2024,General,"Horoff, michael Acct.#021877 - 2316 Morris Dr. E. Pete 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2025,General,"Hinkle, David Acct.#021887 - 2409 Franklin Drive 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2026,General,Nathan Hill Acct.#031349,"Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2027,General,"Hiemenz, Terrence M. Acct.#050133 - 1520 Stony Battery Rd. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2028,General,"Hickey, Edward Acct.#050913 - 766 Farmdale Rd. Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2029,General,"Hess, Robert Acct.#032326 - 110 Post Oak Rd 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2030,General,"Hess, Jane E. Acct.#015457 - 104 Country Place Dr. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2031,General,"Herr, David & Sherry Acct.#011552 - 1213 Nissley Rd. Lancaster 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2032,General,"Heisey, Paul A. Acct.#370630 - 1520 Queen Ln 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2033,General,"Hartman, Michael E. Acct.#021889 - 2405 Franklin Drive 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2034,General,"Harsh, Darren & Lee Ann Acct.#053994 - 167 Stone House Ln Columbia 17512","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2035,General,"Hankle, Scott Acct.#032162 - 250 Summitville Court Lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2036,General,"Hall, Samuel M. & Heather P. Acct.#061138 - 4 Mill Pond Dr. 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2037,General,"Gundel, Jeffrey Acct.#030648 - 195 Charlotte St w. Millersville 17551","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2038,General,"Griffith, Lee V. Acct.#054062 - 4094 Columbia Ave 17512","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2039,General,"Greising, Raymond Acct.#051127 - 485 Hollyann Drive 17538","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2040,General,"Greising, Raymond Acct.#051127 -485 Hollyann Drive 17538","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2041,General,"Gotshall, Mark Acct.#015638 - 118 Parklawn Ct. Ln. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2042,General,"Gorman, Dennis J. Acct.#013523 - 119 Ridings Way 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2043,General,"Goodson, Timothy F. Acct.#060942 - 1753 Betz Farm Drive 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2044,General,"Goldman, Thomas K. Acct.#051951 - 3446 Dawn View Drive 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2045,General,"Gish, Robert C. Acct.#170974 - 2120 Kentwood Drive 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2046,General,"Gingrow, Thomas Acct.#013094 - 1132 Old Eagle Rd. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2047,General,"Gerlitzki, Eric & Deneen Acct.#021869 - 2323 Morris Drive 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2048,General,"Gerfin, John R. Acct.#050883 - 3968 Marietta Ave. Columbia 17512","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2049,General,"Gatchell, Jeffrey S. Acct.#031126 - 48 Kendes Rd. Millersville 17551","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2050,General,"Garcia, Jose A. Acct.#052038 - 3065 Todd Lane 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2051,General,"Galler, Steven & Anne Acct.#021850 - 6599 Hollow Drive","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2052,General,"Gallagher, Anna Marie Acct.#015096","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2053,General,"Funke, Tod A. & Holly S. Acct.#051783 - 3620 Clear Steam Drive 17554","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2054,General,"Fultz, Thomas D. Acct.#011217 - 44 South Ave. Landisville 17538","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2055,General,"Fulmer, Rosemary Acct.#053680 - 4069 Laurel Ln Mount Joy 17552","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2056,General,"Fuller, James & Judith Acct.#031306 - 1009 Williamsburg Rd. lancaster","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2057,General,"Frey, Rodney & M. Dowd Acct.#031754 - 3 Russet Ln. Millersville","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2058,General,"Frey, Rodney & M. Dowd Acct.#031442 - 1079 Monticello Ln. 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2059,General,"Frey, Rodney & M. Dowd Acct.#031430 - 1019 Monticello Ln. lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2060,General,"Freeland, Keith & Mary Acct#031351 - 1545 Manor Blvd 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2061,General,"Frederick, Regina Acct.#031503 - 1047 Monticello Ln. Lancaster17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2062,General,"Florenciani, Sally acct.#061143 - 25 Deep Hollow Ln 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2063,General,"Matt, Neil M. Acct.#371310 - 1542 Hiemenz Rd. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2064,General,"Matroni, Scott Acct.#010974 - 1922 Ridgeview Ave. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2065,General,"Martin, Vance J. Acct.#031607 - 1100 Williamsburg Rd 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2066,General,"Martin, Henry E. Acct.#051399 - 372 Primrose Ln Mountville 17554","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2067,General,,"Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,,
2068,General,"Marks, John Acct.#060624 - 1699 Chadwick Drive 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2069,General,"Maloney, Robert - 6360 Lemon St E. Petersburg","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2070,General,"Lowe, Jesse Acct.#012963 - 2698 Harrisburg Pk.","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2071,General,"Lopez, Demetrius Acct.#052144 -1617 Kauffman Rd. 17538","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2072,General,"Licht, Alphonsus Acct.#053881 - 813 S 16th St. Rear Columbia 17512","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2073,General,"Leed III, John H. Acct#51383 - 18 Cedar Ln. 17554","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2074,General,"Launi, Brooke L Acct.#370278 - 1011 Center Ave 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2075,General,"Laube, Mary T. Acct.#372365 - 118 Setlzer Ct. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2076,General,"Larson, Ronald Acct.#053108 - 3061 Todd Ln. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2077,General,"Lamb, Richard A. Acct.#051341 - 3280 Horizon Dr. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2078,General,"Kyler, Bart W. Acct.#053035 - 3161 Glengreen Drive 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2079,General,"Kuchinski, Frank Acct.#031990 - 3133 Windon Ave. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2080,General,"Kreider, Douglas S. Acct.#020765 - 2519 Speckled Dr. East Pete 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2081,General,"Kowalski, Edward Sr. & E. Marie Acct.#011941 - 1125 Nissley Rd. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2082,General,"Korsnick, John W. & Kimberly Acct.#032008 - 109 Pine Bridge Ln 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2083,General,"Koehler, John & Daffney Acct.#030975 - 346 Weaver Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2084,General,"Knox, Daniel Acct.#040137 - 210 W. Main St 17554","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2085,General,"Klingseisen, Dennis & Lisa Acct.#060401 - 5 Michelle Drive Lancaster 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2086,General,"Kline, David Acct.#052657 - 854 Silver Spring Pl. 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2087,General,"Kirchoff, Cheryl L. Acct.#021905 -2421 Franklin Dr. 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2088,General,"Keck, Randy Acct.#021923 - 2461 Franklin Drive 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2089,General,"Kauffman, Victoria L. Acct.#021917 - 2473 Franklin Dr. 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2090,General,"Karr, Linda C. Acct.#011306 - 20 Rohrerstown Rd 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2091,General,"Johnson, Sammy Sr. Acct.#031127 - 924 Wheaton Dr 17603","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2092,General,"Johnson, Annette Acct.#053525 - 4061 Buttonwood Dr 17552","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2093,General,"Jenkins, Sean C. Acct.#370692 - 1620 Sunset Ave 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2094,General,"Janofsky Trust, Nina Acct.#010141 - 1125 Hermosa Ave 17601","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2095,General,"Jacoby, John M. & Carol H. Acct.#021667 - 6520 HOllow Drive E. Petersburg 17520","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2096,General,"Irwin, Darlene L. Acct.#053948 - 118 Stone House Ln. 17512","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2097,General,"Irvin, Gary & Kim Acct.#052102 - 525 Westfield Drive 17538","Treatment Plant,Storage Room 211,1029",,01/01/1980,01/01/1980,Melissa,
2098,General,"McCurdy, Thomas & Christine Acct.#021900 - 2431 Franklin St. E.P.  17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2099,General,"McCurdy, Dale A Acct.#271466 - 2511 Carriage Dr. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2100,General,"McCurry, Miriam & Alan  G. Goldberg Acct.#060468 - 674 N. Pier Dr","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2101,General,"McDonald, Thomas E. II Acct.#030565 - 123 Bayberry Drive Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2102,General,"McDougall, Marisa Acct.#031865 -1031 Stonemanor Dr. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2103,General,"McGeehan, Charles J. Acct.#031681 - 3248 Blue Rock Rd 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2104,General,"McGrath, Beth Acct.#031600 - 1114 Williamsburg Rd. lanc 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2105,General,"McLaughlin, Sean Acct.#013134 - 2862 Fleetwood Drive 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2106,General,"McMillion, Everette H. Acct.#272116 - 152 April Ln. Lititz 17543","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2107,General,"McMinn, Lawrence & Karen Acct.#040563 - 141 Church St. Mountville","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2108,General,"McQue, William Acct.#031160 - 28 Kendes Rd. Millersville 17551","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2109,General,"Menger, Norman B. & Mitzi Acct.#070011 - 176 W. Charlotte St. 7551","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2110,General,"Mentzger, Dennis & Dora Acct#050682 - 3313 Marietta Ave. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2111,General,"Miller, Karen L. Acct.#052622 -3185 Greenridge Dr 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2112,General,"Miller, Randy A. Acct.#032782 - 18 Elizabeth St. Wash. Boro 17582","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2113,General,"Miley, Douglas & Laura Acct.#060493 - 1624 Chadwick Circle 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2114,General,"MIlley, Robert Jr. & Gloria Acct.#021584 - 2313 Lawnwood Ct. 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2115,General,"MItchell, David H. Acct.#170008 - 1760 Lititz Pk Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2116,General,"Mitchell, David H. Acct.#170008 - 1760 Lititz Pk 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2117,General,"Morales, George Acct.#010006 - 756 Centerville Rd 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2118,General,"Morales, George L. Acct.# 010006 - 756 Centerville Rd. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2119,General,"Morris, James Acct.#053852 - 715 S. 16th St. 17512","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2120,General,"Mummert, Duane I. Acct.#061206 - 2430 Honeysuckel Ln 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2121,General,"Nelms, Richard Jr. Acct.#031813 - 3135 Norcross Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2122,General,"Nissley, Michael E. Acct.#011404 - 251 E. Main St 17538","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2123,General,Ocwen Federal Bank FSB Acct.#031254 - 1528 Manor Blvd. Lancaster 17603,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2124,General,"Peel, Henry J. Acct.#031845 - 3716 Columbia Ave. 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2125,General,"Perez, Allen A. Acct.#040306 - 58 S. Manor St. Mountville 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2126,General,"Petrosky, Steven Acct.#053481 - 4099 Jasmine Place Mt. Joy 17552","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2127,General,"Prim, Michael Acct.#051462 - 876 Hilltop Dr Mt. Joy","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2128,General,Principal Residential Mtg. Acct.#053940 - 149 Stone House Ln.,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2129,General,"Rahn, Gary E. & Pamela Acct.#031269 - 1531 Manor Blvd. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2130,General,"Reed, John M. Acct.#012538 - 21 W. Brandt Blvd. Salunga 17538","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2131,General,"Reed, Mari Kathleen Acct.#031811 - 200 Yorkshire Way 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2132,General,"Reese, Albert E. Jr. Acct.#013072 - 105 Urban Dr. Lanc 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2133,General,"Reese Jr., Theodore H. Acct.#010998 - 9 South Ave. 17538","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2134,General,"Reid, Scott A. Acct.#051763 - 3208 Greenridge Drive 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2135,General,"Rich, Michael Acct.#021613 - 6576 Hollow Drive E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2136,General,"Riexinger, Arthur Acct.#053950 - 122 Stonehouse Ln. Columbia","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2137,General,"Rivera, Pablo Jr. Acct.#032204 - 2202 Stratford Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2138,General,"Rivera, Victor M. Acct.#370526 - 1373 New Holland Pike Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2139,General,"Roberson, Glenn E. Acct.#016050 - 1055 Centerville Rd 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2140,General,"Roda, Kenneth Acct.#032616 - 152 Acorn Lane 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2141,General,"Rodriquez, Juana Acct.#021710 - 2700 Northfield Dr. E.pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2142,General,"Rodriguez, Luis Acct.#060690 - 1868 Wilderness Rd. Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2143,General,"Rosamilia, Eugene Acct.#060042 - 511 Bean Blossom Dr. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2144,General,"Rothweiler, Richard, Acct.#015908 - 135 Mallard Dr 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2145,General,"Royal, Arlesia D. Acct.#021852 - 6603 Hollow Drive 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2146,General,"Ruth, Lloyd & Larraine Acct#053991 - 190 Stone House Ln. Columbia 17512","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2147,General,"Rutherford, Michael Acct.#021872 - 2317 Morris Dr. 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2148,General,"Sanchez, Ramon Acct.#050038 - 755 Harper Ave. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2149,General,"Sears, Corey Jay Acct.#370991 - 1411 Fruitville Pk Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2150,General,"Sears, Tina M. Acct.#370622 - 219 Elizabeth Dr 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2151,General,"Schappell, Patricia Acct.#015104","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2152,General,"Schwanger, Stephen Acct.#030487 - 711 Millersville Rd. 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2153,General,"Secret, John & Denise Acct.#040602 - 322 Hill St","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2154,General,Sec. of HUD Acct.#372764 - 711 Skywalk Ln Lancaster 17601,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2155,General,Secretary of Vet. Affairs Acct.#011029 - 1922 Wheatland Ave Lancaster 17603,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2156,General,Sec. of Veterans Affairs Acct.#030975 - 346 Weaver Rd 17603,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2157,General,Sec. of Vet. Affairs Acct.#050835 - 950 Ivy Drive 17601,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2158,General,"Sechrist, Nichole L. Acct.#050785 - 931 Mary St. 17552","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2159,General,"Shand, Frederick, Acct.#015209 - 134 Pinnacle Point Dr. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2160,General,"Scheetz, Lawrence Acct.#021743 - 2603 Northfield Dr 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2161,General,"Schwein, Douglas Acct.#010226 - 1318 Bamford Ave.","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2162,General,"Sheetz, Heidrun Acct.#051934 - 311 N. Donnerville Rd Mountville 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2163,General,"Shelby, Phyllis Acct.#050895 - 759 Ferndale Rd mount joy 17552","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,,
2164,General,"Shenk, Cathy Y. Acct.#021380 - 3102 Caroline Drive, E-Pete","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2165,General,"Shenk, Devoe & Diana Acct.#032073 - 37 Derby Ln., Lancaster 17603","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2166,General,"Shepperson, Jeremiah Acct.#040181 - 51 S. Manor Street 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2167,General,"Sherman, Jack E. Acct.#040919 - 130 S. Lemon Street 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2168,General,"Shoemaker, Beth F. Acct.#370542 - 1421 Gilbert Ave 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2169,General,"Sickenberger, Samuel F. Acct.#051793 - 258 Northridge Drive 17538","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2170,General,"Silkworth, David P. Acct.#050062 - 767 Huntington Place, 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2171,General,"Simonds, Russel W. Acct.#014748 - 112 Spring Ridge Ct. 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2172,General,"Sing, Douglas - 6245 Jeanette Dr. E-Pete","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2173,General,"Slaugh, Jeffrey S. Acct.#021762 - 2621 Northfield Drive 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2174,General,"Smith, Ruby Acct.#051284 - 3350 Poplar Ln. Mountville 17554","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2175,General,"Smith, Thomas W. & Rebecca Acct.#021896 - 2419 Franklin Drive 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2176,General,"Snell, Richard Acct.#170472 - 2865 Lititz Pk. Lancaster 17601","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2177,General,"Snyder, Damon Acct.#050352 - 3670 Keen Ave. 17512","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2178,General,"Snyder, Harold L. Acct.#021291 - 6231 High Street, E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2179,General,"Sowa, Matthew R. Acct.#031674 - 3252 Blue Rock Rd.","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2180,General,"Specht, Darryl W. Acct#020520 - 6210 Hollow Dr. E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2181,General,Stankard Jeffrey M. Acct.#012716 - 1382 Graystone Rd. Manheim 17545,"Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
2182,General,"Stanley III, Robert C. Acct.#021881 - 2324 Morris Drive E-Pete 17520","Treatment Plant,Storage Room 211,1030",,01/01/1980,01/01/1980,Melissa,
