PID, Project, Res_Type, Res_Amount, User_Type, Treatment_Location, Phase, Contact_To, Notes, Escrow_Refund, Project_Complete, PumpStation, Utility, D_Contact, E_Contact, Required, OpenDate, EscrowFile, LastUpdate, Status, GISID, E_Name, D_Name, Municipality
"23","Sunset Ridge 1","IDU","11","R","LASA","Construction","Developer","SUNSET RIDGE CAME OVER APPROVED BY MANHEIM TWP.  THE DEVELOPMENT PLAN SHEET P3-1A INDICATES 31 IDU INCLUDING AN EXISTING DWELLING.

21 TOTAL PERMITS-IDUS HAVE BEEN ISSUED BEFORE PDM PROGRAM. 20 OF THOSE PERMITS WERE ISSUED BEFORE CAPACITY RESERVE.

11 IDUS WERE RESERVED AS OF 4/24/06 AND 1 OF THOSE IDU WAS ISSUED FROM THAT CAPACITY RESERVE, BUT BEFORE PDM PROGRAM.  THEREFORE I WILL OPEN 10 PERMITS TODAY TO CAPTURE THE REMAINING 10 IDU FOR THIS PROJECT.
Comments by:Melissa Paules 9/11/2006 10:51:34 AM
------------------------------------------------------------
NOTE:  LOTS 1, 2, AND 3 WERE COMBINED TO CREATE TWO LOTS (LOT 1 & 3)
                    AS PER BEILER DEVELOPMENT 3-13-07 AND SCOT FERTICH.
I INFORMED MOW AND PROVIDED HIM W/COPY OF LOTS SENT TO US WITH CAPACITY RESERVATION RENEWAL.  M.O.W. WILL TAKE CARE OF GETTING             MAP SHEETS CORRECTED.  CONTRACT  P3-1A.


Comments by:Melissa Paules 3/13/2007 3:58:56 PM
------------------------------------------------------------
Sent Notice of Capacity Reserve Expiration, 6 IDU&#039s Expiration Date is 4/25/08.


Comments by:Melissa Paules 3/18/2008 10:27:42 AM
------------------------------------------------------------
Rec&#039d payment of Capacity Reserve renewal for 6 IDU&#039s, Check #1295 $600.00

Comments by:Melissa Paules 3/31/2008 3:45:00 PM
------------------------------------------------------------",,,"7","4","Sam Beiler","Greg Strausser","Deed of Dedication","2006-05-05","04354","2013-11-05","Open","3900755000000","Strausser Surveying & Engineering, Inc.","Beiler Home Builders","MANHEIM TOWNSHIP"
"24","Rosewood","IDU","3","R","LASA","Capacity","Developer",,,,"7","4",,"Don Barrett",,"2006-05-05",,"2007-10-03","Open","3907116700000","Rettew Associates, Inc.","N & R Inc.","MANHEIM TOWNSHIP"
"25","Manor Oaks Remaining Lands Section 3","IDU","50","R","LASA","Closeout","Developer","06-30-05  MOW reviewed the plans and comment letter is to go out. He reviewed on June 7 but still not sent out.                David Miller will need to revise the drawings to address the comments.
               Next step- review resubmission
07-28-05  Revised drawings received and given to Mike Williams
08-22-05  MOW still has
08-29-05  Not done
09-06-05  Sent a fax to Annettee confirming LOC amount
09-12-05  Revised drawings received and given to MOW
09-20-05  Letter sent out with drawing approval and listed the stuff need for approval.
09-21-05  Letter of Credit Received
12-22-05  Smitty found that Kinsely wanted to get started on this project but they never completed all the paper                work
12-22-05  Shop drawings given to MOW to review
12-22-05  four sets of drawings given to Albert
12-22-05  Rec&#039d paperwork submittals (map)
12-22-05  Rec&#039d $100 Construction Fee & $1000 Escrow, will give to Fran 01-03-06 (map)
01-09-06  Put on Board 
01-09-06  Shop drawings approved and letter given to Melissa. Mow
01-10-06  Letter sent for approved shop drawings (map)
01-10-06  Builders Agreement for Board approval Jan. 26, 2006 meeting (map)
02-02-06  Sent Construction Permit and Builders Agreement (map)
02-10-06  Received asbuilt dawings for Phase 1,2,3,3A. Given to MOW to review
01-27-06  Rec&#039d letter requesting reduction of Letter of Credit security.  (map)
03-31-06  Sent letter regarding reduction of LOC.  (map)


Comments by:Scot Fertich 7/14/2006 3:40:42 PM
------------------------------------------------------------
Received request to reduce LOC to $0. We are relucant to reduce anything until the proect is dedicated and we received a current LOC.

Comments by:Scot Fertich 7/14/2006 3:41:40 PM
------------------------------------------------------------
I received a revised letter of credit in the ammount of $9,104.53. I also received a deed of dedication agreement for the Board approval.
Comments by:Scot Fertich 8/3/2006 2:53:36 PM
------------------------------------------------------------
Hold DOD for the August Board Meeting for approval.
Comments by:Scot Fertich 8/3/2006 3:00:19 PM
------------------------------------------------------------
DOD approved at August Board meeting. Sent to Barley Snyder to get recorded.

Comments by:Melissa Paules 8/24/2006 3:34:22 PM
------------------------------------------------------------
DOD was signed and recorded by BSSC. The warranty starts as of August 30, 2006
Comments by:Scot Fertich 9/1/2006 2:49:38 PM
------------------------------------------------------------",,,"25","4","Dyric Snyder- Meridian Management","Scott Hain","Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Indemnification Needed, Escrow Refunded, Project Complete & Closed","2006-05-05","05480","2013-03-26","Open","4108977000000","David Miller Associates, Inc.","Cornerstone Develpment Group","MANOR TOWNSHIP"
"26","Westwood Green","IDU","48","R","LASA","Closeout","Engineer",,,,"3","4","George Desmond","David B. Christian","Builder&#039s Agreement, Development Review Fee, Final Plan Approval, Planning Module Approved, Approved Construction Permit, Board Approval, Shop Drawing Approval, Final Inspection, Escrow Refunded, Project Complete & Closed","2006-05-05","03334","2014-06-05","Open","4104379500000","Christian & Gabriel, Inc.","Westwood Green LP","MANOR TOWNSHIP"
"27","Kissinger Subdivision","IDU","2","R","LASA","Closeout","Engineer","$500 Plan review rec&#039d.

Comments by:Melissa Paules 7/21/2006 10:03:30 AM
------------------------------------------------------------
I sent a fax to Mike Saxinger requesting that the Kissingers submit financial security. 

Based on a conversation with Charlie Douts concerning the extent that WHT collects financial security, Charlie stated that they require financial security to guarantee any requirements from their Land Development Plans...such as shrubbery, stormwater retention basins, curb and sidewalks, etc..
Comments by:Scot Fertich 8/14/2006 4:14:08 PM
------------------------------------------------------------
4-11-07 Sent Expiration of Sewer Reservation Notice, due by 5-8-07

Comments by:Melissa Paules 4/12/2007 1:56:28 PM
------------------------------------------------------------
04/09/08 Sent Expiration of Sewer Reservation Notice for Lot 1 IDU, (Lot #2), due by 05-08-08


Comments by:Melissa Paules 4/9/2008 10:40:22 AM
------------------------------------------------------------
04/30/08  Rec&#039d $100.00 Check #1525 Payment for 1 IDU Capacity Reserve renewal.


Comments by:Melissa Paules 4/30/2008 11:52:05 AM
------------------------------------------------------------
Project closed.  Lot changed ownership, new owners are paying Reservation of Capacity.  Filed under Miscelllaneous Sewer Capacity Reserved w/No Escrow Account folder.
Current owners are:
Paul A. & Dana M. Taylor
2601 Ironville Pike
Columbia PA  17512
717-684-4507

 
Comments by:Melissa Paules 5/10/2011 11:13:57 AM
------------------------------------------------------------",,,"16","1","Valerie Kissinger","Michael L. Saxinger RLA","Reservation Required, Development Review Fee, Final Plan Approval, Road Opening Permit, Planning Module Approved, Indemnification Needed, Escrow Refunded, Project Complete & Closed","2006-05-08","06536","2011-05-10","Open",,"Saxinger & Black Incorporated","Randal and Valerie Kissinger","WEST HEMPFIELD TOWNSHIP"
"28","Carrington Subdivision","IDU","11","R","Lancaster City","Closeout","Engineer","11-28-05  Capacity request response
01-17-06  Rec&#039d $1100 capacity reserve w/application.  (map)
01-18-06  Capacity reserve app. approved, sent copy to Jon Warner.  (map)
02-22-06  Rec&#039d (2) plan sets and planning module w/$1000 review escrow. (map)
04-04-06  ammended  revised plans to review, Given to MOW
04-24-06  Mailed letter w/signed planning module pages.  (map)
05-09-06  Draft letter requesting changes given to Albert for his comments.  (mow).

5-16-06 SAF modified letter and letter was mailed
Comments by:Scot Fertich 5/16/2006 1:47:48 PM
------------------------------------------------------------
Renewed Capacity Reservation 1/16/07, 9 IDU&#039s
Reservation Expires 1/17/08

Comments by:Melissa Paules 2/26/2007 8:48:48 AM
------------------------------------------------------------
Sent Notice of Capacity Reservation Expiration - Expiration is 1/17/08

Comments by:Melissa Paules 12/27/2007 3:48:53 PM
------------------------------------------------------------
Rec&#039d Capacity Reservation Renewal $800.00 Check #3233 for 8 IDU&#039s

Comments by:Melissa Paules 1/16/2008 1:27:46 PM
------------------------------------------------------------
Revised LOC in the amount 0f $11,915.00 from different Bank received today and exchanged for the old Original LOC, Ok to exchange as per Mike Lehman 05/09/08.

Comments by:Melissa Paules 5/19/2008 12:01:26 PM
------------------------------------------------------------
12/10/08  
Sent Notice of Capacity Reservation Expiration - Expiration is 1/17/09,  7 IDU&#039s 

Comments by:Melissa Paules 12/10/2008 3:39:51 PM
------------------------------------------------------------",,,"40","4","Jon Warner","Darek W. Potter PE","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2006-05-08","05513","2014-03-03","Open","3907940700000","Harbor Engineering, Inc.","Carrington LP","MANHEIM TOWNSHIP"
"29","Diller Tract","IDU","12","R","LASA","Closeout","Engineer","5-8-06: Gave Plans to MOW to review, Approved capacity reservation, Need to complete planning module
Comments by:Scot Fertich 5/8/2006 2:26:11 PM
------------------------------------------------------------
6-9-06 REview letter complete and given to MP to mai.
Comments by:Scot Fertich 6/9/2006 3:24:40 PM
------------------------------------------------------------
Sent plan review letter w/comments.
Comments by:Melissa Paules 6/12/2006 11:30:46 AM
------------------------------------------------------------
4-11-07 Sent Expiration of Sewer Reservation Notice, due by 5-8-07

Comments by:Melissa Paules 4/12/2007 1:53:40 PM
------------------------------------------------------------
4-26-07 Received payment for capacity reservation renewal of 12 idu&#039s.

Comments by:Melissa Paules 4/26/2007 4:20:16 PM
------------------------------------------------------------
04-09-08 Sent Expiration of Sewer Reservation Notice, due by 05-08-08, for 12 IDU&#039s

Comments by:Melissa Paules 4/9/2008 10:33:06 AM
------------------------------------------------------------

Comments by:Melissa Paules 4/9/2008 10:41:19 AM
------------------------------------------------------------
05-15-08  (11:20 a.m.) Called Pete at Greystone and left voice message inquiring about status of the Diller Tract project and its Reservation of Capacity as it is now expired.

Comments by:Melissa Paules 5/15/2008 11:24:16 AM
------------------------------------------------------------
Pete A. called this morning and said he will drop off a check for the Capacity Reservation of the 12 IDU&#039s.  

He also mentioned this project has been on -off-on and changing. I told him to have his engineer draft a letter to Scot with any plan changes with additional Capacity Request so LASA can respond if additional capacity is available and if so request additional Capacity Reservation from him at that time.
Comments by:Melissa Paules 5/16/2008 11:49:07 AM
------------------------------------------------------------

Comments by:Melissa Paules 5/16/2008 11:52:49 AM
------------------------------------------------------------
PROJECT CLOSED

Comments by:Melissa Paules 2/4/2009 11:41:46 AM
------------------------------------------------------------",,,"7","4","Peter Alecxih","Scott Hain","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Escrow Refunded, Project Complete & Closed","2006-05-08","05517","2010-05-17","Open","2908858400000","David Miller Associates, Inc.","Greystone Construction Inc","EAST HEMPFIELD TOWNSHIP"
"30","Worthington (Rockview) Subdivision - Residential","IDU","261","R","Lancaster City","Construction","Engineer","Received inquiry about signing planning modules. I responded to Amy Naugle that we can proceed until the capacity is reserved.
Comments by:Scot Fertich 7/11/2006 11:30:25 AM
------------------------------------------------------------
The capacity has now been reserved. The projected flow is 261 units plus 1,955 gpd of commercial
Comments by:Scot Fertich 8/28/2006 11:09:24 AM
------------------------------------------------------------
Received additional $500 escrow toward capacity review

Comments by:Melissa Paules 9/28/2006 3:25:09 PM
------------------------------------------------------------
Reviewed Part II permit for Dan Becker. M Kyle signed it. 
Comments by:Scot Fertich 8/30/2007 11:30:45 AM
------------------------------------------------------------
NOTE:  SINCE THIS PROJECT WAS A WQM PART II PERMIT, WE WILL NEED TO COMPLED A ""SEWEAGE AND INDUSTRIAL WASTEWATER FACILITIES CONSTRUCTION CERTIFICATION""
 Application is scanned and saved to the Worthington Folder escrow #535

Comments by:Scot Fertich 10/12/2007 7:49:23 AM
------------------------------------------------------------

Comments by:Scot Fertich 10/12/2007 7:51:15 AM
------------------------------------------------------------
Sent letter requesting $2,000.00 additional escrow funds.

Comments by:Melissa Paules 3/25/2008 2:21:32 PM
------------------------------------------------------------
Rec&#039d $2,000.00 additional escrow funds. Big project, will put into regular escrow funds rather than development review.


Comments by:Melissa Paules 4/2/2008 12:22:06 PM
------------------------------------------------------------
***NOTE***
THIS IS MIXED USE PROJECT.
RECORDS SHALL BE IN THIS RESIDENTIAL PORTION INCLUDING THE TRACKING OF CAPACITY RESERVE FOR THE 261 RESIDENTIAL IDU&#039S

WILL CREATE ADDITIONAL FILE WITH SAME NUMBER TO TRACK CAPACITY RESERVE FOR THE 1,955 GPD COMMERCIAL PORTION.

Comments by:Melissa Paules 4/16/2008 12:25:50 PM
------------------------------------------------------------
Andrews Excavating was awarded to be the Contractor for this project and we have received an Indemnification Agreement and Insurance Certificate from them.


Comments by:Melissa Paules 9/18/2008 1:36:37 PM
------------------------------------------------------------
Rec&#039d Recorded (on 11/23/2010) Deed of Dedication for PORTIONS of sewer lines in Phase 1 of Worthington.

Comments by:Melissa Paules 12/2/2010 2:18:23 PM
------------------------------------------------------------",,,"37","4","Jeff Rutt","Amy Kanarr Naugle PE","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Rights of Way Received, Shop Drawing Approval, Indemnification Needed, Final Inspection, Escrow Refunded, Project Complete & Closed","2006-05-09","06535","2012-07-06","Open","3901718600000","RGS Associates, Inc.","Keystone Custom Homes","MANHEIM TOWNSHIP"
"31","Chatsworth","IDU","38","R","LASA","Closeout","Engineer","No activity since April 2006.
Comments by:Scot Fertich 1/31/2007 4:01:14 PM
------------------------------------------------------------
Rec&#039d 2 plans sets w/$1000 Escrow. Will forward to Fran to deposit $, then to Scot for review and comment.

Comments by:Melissa Paules 6/20/2007 9:05:53 AM
------------------------------------------------------------
Right of way may be necessary if the decision is made to serve the existing farmhouse by gravity to Kayo Ave.
Comments by:Mike Williams 8/27/2007 1:24:28 PM
------------------------------------------------------------
No Right of way needed as per MOW.

Comments by:Melissa Paules 1/16/2008 10:15:05 AM
------------------------------------------------------------
Sent Notice of Capacity Reservation Expiration
31 IDU&#039s @ $100 = $3,100.00  Expire Date is 02/26/09.


Comments by:Melissa Paules 2/3/2009 10:54:29 AM
------------------------------------------------------------",,,"7","2","Jeff Rutt","Ben Ehrhart","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2006-05-09","06531","2012-03-05","Open","300764000000","David Miller Associates, Inc.","Keystone Custom Homes","WEST HEMPFIELD TOWNSHIP"
"32","Union Nation Bank- Gold Cafe","GPD","709","C","LASA","Closeout","Engineer","Use of the existing Burger King permit for 301 Centerville road
11-28-2005  Sent letter confirming sufficient capacity for Burger King permit #10266
                  and requested land development plans w/$1000 escrow   (map)
12-14-05  Drawing given to MOW to review
01-09-06  Draft letter given to Melissa.  Mow
01-09-06  Holding letter w/comments, we did not receive requested escrow for plan review . (map)
01-18-06  Rec&#039d $1000 development review escrow. (map)
02-10-06 Received resubmittal- gave to MOW to review
02-15-06 Called Mike @ ELA to get updated sheet for service line detail.  (mow)
02-21-06 Plans approved, draft letter to Melissa requesting plans for field staff use and inspection fee. (mow)
02-27-06  Sent plan approval letter along w/request for $200 escrow for inspections. (map)
04-10-06  Received revised plans given to MOW (SAF)

Comments by:Scot Fertich 5/11/2006 3:21:57 PM
------------------------------------------------------------
I spoke to Mike Huxta fromthe ELA Group. He will prepare the r/w exhibit and I will forward it to Carol Current to prepare the agreement. It is part of the Old Sycamore Project
Comments by:Scot Fertich 10/27/2006 10:59:13 AM
------------------------------------------------------------",,,"7","4",,"Michael D. Hartley","Financial Security Required, Development Review Fee, Final Plan Approval, Planning Module Approved, Escrow Refunded, Project Complete & Closed","2006-05-11","05512","2014-06-05","Open","2901638700000","ELA Group, Inc.","PW Cambell","EAST HEMPFIELD TOWNSHIP"
"33","Stone Mill Estates (Bridle Estates)","IDU","46","R","LASA","Closeout","Engineer","10-27-05  Brian Donmoyer Donmoyer development group explaincapacity reservation program both existing and                what is proposed.
02-14-06  Rec&#039d $1000 escrow w/plans for review. (map)
03-03-06  Given to MOW to review
03-23-06  Review completed, draft letter requesting changes to Albert for his comments.  (mow)
03-31-06  Sent letter w/plan comments. (map)
03-31-06  Rec&#039d Capacity Reserve App. w/$4,800. check. (map)
04-05-06  Sent approved (old version) Capacity Reserve App. to Donmoyer Development Group.  (map)
4-21-06 Received revised drawings. Given to MOW to review (SAF)
Comments by:Scot Fertich 5/11/2006 3:33:11 PM
------------------------------------------------------------
Sent plan review comment letter.

Comments by:Melissa Paules 5/31/2006 12:19:04 PM
------------------------------------------------------------

Comments by:Scot Fertich 6/6/2006 2:32:43 PM
------------------------------------------------------------
Received review drawings- given to MOW
Comments by:Scot Fertich 6/6/2006 2:33:12 PM
------------------------------------------------------------
Review drawings and approval letter ready to be sent out.

Comments by:Scot Fertich 6/26/2006 8:35:39 AM
------------------------------------------------------------
Sent approval letter w/submission requirements.

Comments by:Melissa Paules 6/26/2006 11:01:08 AM
------------------------------------------------------------
I spoke to Kim Proud- I will accept finanacial security in the amount of $228,936.15
Comments by:Scot Fertich 10/11/2006 3:34:20 PM
------------------------------------------------------------
After sending a Capacity Reservation Notice of Expiration of 48 IDU&#039s.....
We received payment of Capacity Reservation for just 46 IDU&#039s on 3/05/07.
Will forward to Scot for review and comment.
(They were previously unsure of final planning and reserved the higher amount)



Comments by:Melissa Paules 3/5/2007 2:07:31 PM
------------------------------------------------------------
03-03-08 Sent Notice of Sewer Reservation Expiration. Expiration date is 03-31-08.

Comments by:Melissa Paules 3/3/2008 2:43:54 PM
------------------------------------------------------------
Capacity Reservation was Paid 03/02/09 Ck #25076 from Lancaster Home Builders.

Comments by:Melissa Paules 3/3/2009 8:33:45 AM
------------------------------------------------------------",,,"7","4","Joe Nadu","Michael D. Hartley","Reservation Required, Financial Security Required, Builder&#039s Agreement, Development Review Fee, Approved Contractor, Final Plan Approval, Road Opening Permit, Planning Module Approved, ACT 14 Notification, PA DEP Approvals, Approved Construction Permit, Board Approval, Construction Schedule Received, Construction Permit Number, Shop Drawing Approval, Indemnification Needed, Final Inspection, Deed of Dedication, Escrow Refunded, As Builts, Project Complete & Closed","2006-05-11","05471","2014-06-05","Open","3902683000000","ELA Group, Inc.","SME Holdings LP","MANHEIM TOWNSHIP"
